Date,Open,High,Low,Close,Volume
18-Dec-13,157.79,160.00,156.27,160.00,30455
17-Dec-13,160.34,160.34,157.27,157.95,47385
16-Dec-13,160.68,161.28,159.11,160.35,59229
13-Dec-13,157.51,160.25,157.51,159.35,27864
12-Dec-13,158.02,160.41,155.29,159.19,65643
11-Dec-13,160.16,160.56,156.19,158.73,58699
10-Dec-13,166.18,167.00,159.70,160.86,149613
9-Dec-13,169.27,169.99,165.68,167.20,121862
6-Dec-13,166.97,169.88,162.90,169.19,188533
5-Dec-13,167.59,169.73,165.62,166.11,51140
4-Dec-13,168.33,170.58,165.19,167.17,304849
3-Dec-13,162.62,171.00,161.80,170.19,224478
2-Dec-13,159.57,164.37,158.00,163.93,183979
29-Nov-13,152.22,161.90,150.64,160.98,109479
27-Nov-13,152.68,154.62,145.67,151.73,113424
26-Nov-13,151.01,153.25,151.00,152.30,79622
25-Nov-13,151.34,153.87,151.11,151.76,111078
22-Nov-13,151.01,153.11,149.02,152.04,103358
21-Nov-13,150.89,153.25,149.57,152.02,113207
20-Nov-13,151.69,153.26,149.67,149.99,74043
19-Nov-13,150.22,153.51,149.63,151.97,86038
18-Nov-13,151.01,153.96,148.15,150.70,81147
15-Nov-13,145.71,151.68,145.71,150.44,155271
14-Nov-13,144.41,146.67,143.10,144.98,120569
13-Nov-13,143.26,147.46,142.69,144.50,109172
12-Nov-13,146.32,148.79,143.44,144.89,95729
11-Nov-13,140.95,148.37,140.28,145.80,147177
8-Nov-13,142.69,143.64,139.80,140.41,118924
7-Nov-13,148.81,148.86,140.00,143.44,168004
6-Nov-13,153.78,154.42,146.50,149.78,123455
5-Nov-13,155.64,155.90,153.33,154.03,104819
4-Nov-13,154.51,156.64,153.10,155.51,128081
1-Nov-13,157.00,158.00,151.95,154.51,201314
31-Oct-13,149.00,158.08,146.46,157.28,291898
30-Oct-13,148.55,150.00,148.00,149.36,124440
29-Oct-13,143.92,147.39,143.92,147.38,141176
28-Oct-13,145.79,146.05,140.92,144.24,52227
25-Oct-13,146.20,149.69,143.59,144.83,78728
24-Oct-13,142.64,154.39,138.96,146.96,219042
23-Oct-13,132.00,135.66,130.00,132.92,133180
22-Oct-13,135.76,136.54,132.22,132.88,55490
21-Oct-13,135.28,136.89,133.02,133.95,40290
18-Oct-13,137.91,137.96,134.88,135.84,43591
17-Oct-13,136.72,137.76,136.00,137.69,40554
16-Oct-13,134.27,137.90,132.79,136.90,51315
15-Oct-13,134.90,135.74,132.85,133.58,35943
14-Oct-13,133.78,136.23,132.69,135.48,34382
11-Oct-13,135.35,137.21,133.78,134.84,35315
10-Oct-13,135.18,137.00,134.55,136.00,61783
9-Oct-13,140.41,140.41,131.75,133.85,163968
8-Oct-13,147.36,149.11,139.20,139.99,57452
7-Oct-13,145.84,147.97,144.32,146.89,84152
4-Oct-13,145.37,149.05,144.82,147.36,159292
3-Oct-13,148.37,148.56,144.71,145.03,109245
2-Oct-13,148.63,149.25,146.46,148.64,94313
